id,q_module,question,sql_tables,sql_modules,MISALIGNED,RULE_HIGH_N,RULE_HIGH,RULE_MED_N,RULE_MED,SELF_REFUSAL,DEGENERATE,WEEKEND_DATE,RISKY_LITERAL,sql_text
482,transport,students dropped transport this year count,"BranchMaster,Branch_Academic_Details,StudentAcademicDetail,UserAccountMaster,UserAccountRoleDetails","admin,other:rbac,students",Q[transport] vs SQL[students],0,,0,,,,,,SELECT COUNT(*) AS TransportDropped FROM StudentAcademicDetail sad WHERE sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND sad.IsActive = 0 AND sad.IsTCIssued = 1 AND sad.TransportRequired = 1
480,transport,how many students changed route this term,"BranchMaster,Branch_Academic_Details,StudentAcademicDetail,UserAccountMaster,UserAccountRoleDetails","admin,other:rbac,students",Q[transport] vs SQL[students],0,,0,,,,,,SELECT COUNT(DISTINCT sad.StudentID) AS StudentsChangedRoute FROM StudentAcademicDetail sad INNER JOIN Branch_Academic_Details bad ON sad.AcademicYearID = bad.Id WHERE GETDATE() BETWEEN bad.Start_Date AND bad.End_Date AND sad.TransportRequired = 1 AND (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL) AND bad.Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))
479,fees,transport collection vs transport expense are we losing,"BranchMaster,Branch_Academic_Details,FeesCollection_Details,Fees_Master,UserAccountMaster,UserAccountRoleDetails","admin,fees,other:rbac",,0,,0,,,,,,SELECT SUM(fcd.Paid_Amt) AS TransportCollection FROM FeesCollection_Details fcd INNER JOIN Fees_Master fm ON fcd.Fees_Head_ID = fm.ID WHERE fm.Name LIKE '%Transport%' AND fcd.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND fcd.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)))
475,transport,which route longest and how many kids,"BoardingPoint_Master,BranchMaster,Route_Master,Route_MasterDetails,UserAccountMaster,UserAccountRoleDetails","admin,other:rbac,transport",,0,,0,,,,,,"SELECT TOP 1 rm.Name AS RouteName, COUNT(rmd.Id) AS StudentCount FROM Route_Master rm INNER JOIN Route_MasterDetails rmd ON rm.ID = rmd.Route_ID INNER JOIN BoardingPoint_Master bpm ON rmd.BoardingPoint_ID = bpm.Id WHERE rm.IsDeleted = 0 AND rm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) GROUP BY rm.Name ORDER BY StudentCount DESC"
473,transport,transport students who left but still in list,"BranchMaster,ClassMaster,SectionMaster,Student_Master,TCRequest,UserAccountMaster,UserAccountRoleDetails","admin,other:rbac,students",Q[transport] vs SQL[students],0,,0,,,,,,"SELECT sm.AdmissionNo, ISNULL(sm.FirstName, '') + ' ' + ISNULL(sm.MiddleName, '') + ' ' + ISNULL(sm.LastName, '') AS StudentName, cm.Name AS ClassName, secm.Name AS SectionName FROM TCRequest tcr INNER JOIN Student_Master sm ON tcr.StudentID = sm.ID INNER JOIN ClassMaster cm ON tcr.ClassID = cm.ID JOIN SectionMaster secm ON tcr.SectionID = secm.ID WHERE tcr.TC_Status = 'Issued' AND (tcr.IsDeleted IS NULL OR tcr.IsDeleted = 0) AND tcr.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))"
472,students/general,routes with very few students not profitable,"BranchMaster,Branch_Academic_Details,BusFeeStrucure,Route_Master,UserAccountMaster,UserAccountRoleDetails","admin,fees,other:rbac,transport",,0,,0,,,,,,"SELECT rm.Name AS RouteName, COUNT(DISTINCT bfs.Student_ID) AS StudentCount FROM BusFeeStrucure bfs INNER JOIN Route_Master rm ON bfs.Route_ID = rm.ID WHERE bfs.IsDeleted = 0 AND bfs.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND bfs.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) GROUP BY rm.Name HAVING COUNT(DISTINCT bfs.Student_ID) < 5 ORDER BY StudentCount ASC"
471,transport,driver details and license expiry give me,"BranchMaster,Branch_Academic_Details,DriverMaster,UserAccountMaster,UserAccountRoleDetails","admin,other:rbac,transport",,0,,0,,,,,,"SELECT  Name, License_Number, License_Expiry_Date  FROM DriverMaster WHERE BranchID IN (SELECT  BranchID  FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT  ID  FROM BranchMaster WHERE EXISTS (SELECT  1  FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND AcademicYearID IN (SELECT  Id  FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT  BranchID  FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT  ID  FROM BranchMaster WHERE EXISTS (SELECT  1  FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (IsDeleted = 0 OR IsDeleted IS NULL) ORDER BY License_Expiry_Date"
469,transport,how many students using transport total,"BranchMaster,Branch_Academic_Details,StudentAcademicDetail,UserAccountMaster,UserAccountRoleDetails","admin,other:rbac,students",Q[transport] vs SQL[students],0,,0,,,,,,SELECT COUNT(*) AS TransportStudents FROM StudentAcademicDetail sad WHERE sad.TransportRequired = 1 AND sad.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND sad.IsActive = 1 AND (sad.IsTCIssued = 0 OR sad.IsTCIssued IS NULL)
468,fees,transport fee pending student list route wise,"BranchMaster,Branch_Academic_Details,BusFeeStrucure,Route_Master,UserAccountMaster,UserAccountRoleDetails","admin,fees,other:rbac,transport",,0,,0,,,,,,"SELECT rm.Name AS RouteName, COUNT(DISTINCT bfs.Student_ID) AS PendingStudents FROM BusFeeStrucure bfs INNER JOIN Route_Master rm ON bfs.Route_ID = rm.ID WHERE bfs.IsDeleted = 0 AND bfs.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND bfs.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) GROUP BY rm.Name ORDER BY PendingStudents DESC"
467,transport,which route has most students,"BranchMaster,Branch_Academic_Details,BusFeeStrucure,Route_Master,UserAccountMaster,UserAccountRoleDetails","admin,fees,other:rbac,transport",,0,,0,,,,,,"SELECT TOP 1 rm.Name AS RouteName, COUNT(DISTINCT bfs.Student_ID) AS StudentCount FROM BusFeeStrucure bfs INNER JOIN Route_Master rm ON bfs.Route_ID = rm.ID WHERE bfs.IsDeleted = 0 AND bfs.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND bfs.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) GROUP BY rm.Name ORDER BY StudentCount DESC"
466,attendance,staff attendance percentage this month,"BranchMaster,Staff_Attendance,UserAccountMaster,UserAccountRoleDetails","admin,attendance,other:rbac",,0,,0,,,,,,"SELECT CAST(COUNT(CASE WHEN sa.Attendance_Status_ID = 1 THEN 1 END) * 100.0 / NULLIF(COUNT(*), 0) AS DECIMAL(5,2)) AS AttendancePercentage FROM Staff_Attendance sa WHERE MONTH(sa.Attendance_Date) = MONTH(GETDATE()) AND YEAR(sa.Attendance_Date) = YEAR(GETDATE()) AND sa.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))"
465,transport,how many buses we have and routes,"BranchMaster,Branch_Academic_Details,UserAccountMaster,UserAccountRoleDetails,VehicleMaster","admin,other:rbac,transport",,0,,0,,,,,,"SELECT COUNT(*) AS TotalVehicles, SUM(CAST(Seating_Capacity AS INT)) AS TotalCapacity FROM VehicleMaster WHERE BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (IsDeleted = 0 OR IsDeleted IS NULL)"
464,attendance,any staff attendance issue i should know about,"BranchMaster,Staff_Attendance,Staff_Master,UserAccountMaster,UserAccountRoleDetails","admin,attendance,hr,other:rbac",,0,,0,,,,,,"SELECT sa.Staff_ID, sm.Staff_FirstName + ' ' + sm.Staff_LastName AS StaffName, COUNT(*) AS AbsentDays FROM Staff_Attendance sa INNER JOIN Staff_Master sm ON sa.Staff_ID = sm.Staff_ID AND sm.StaffStatus_ID = 1 WHERE sa.Attendance_Status_ID = 2 AND MONTH(sa.Attendance_Date) = MONTH(GETDATE()) AND YEAR(sa.Attendance_Date) = YEAR(GETDATE()) AND sa.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) GROUP BY sa.Staff_ID, sm.Staff_FirstName, sm.Staff_LastName HAVING COUNT(*) > 5 ORDER BY AbsentDays DESC"
463,hr,teacher wise number of classes assigned,"BranchMaster,Branch_Academic_Details,Staff_Master,SubjectAllocation_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:other,other:rbac",,0,,0,,,,,,"SELECT sm.Staff_FirstName + ' ' + ISNULL(sm.Staff_LastName, '') AS TeacherName, COUNT(DISTINCT sam.Class_ID) AS ClassesAssigned FROM SubjectAllocation_Master sam INNER JOIN Staff_Master sm ON sam.Staff_ID = sm.Staff_ID WHERE sam.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND sam.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (sam.IsDeleted = 0 OR sam.IsDeleted IS NULL) GROUP BY sm.Staff_FirstName, sm.Staff_LastName ORDER BY ClassesAssigned DESC"
462,hr,how many support staff drivers peon etc,"BranchMaster,StaffType_Master,Staff_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:rbac",,0,,0,,,,,,SELECT COUNT(*) AS SupportStaff FROM Staff_Master sm INNER JOIN StaffType_Master stm ON sm.StaffType_ID = stm.ID WHERE sm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND sm.IsDeleted = 0 AND sm.StaffStatus_ID = 1 AND stm.Name LIKE '%Support%'
459,students/general,which subjects we dont have enough teachers for,"BranchMaster,Branch_Academic_Details,ClassMaster,ClassSubjectDetails,SubjectAllocation_Master,Subject_Master,UserAccountMaster,UserAccountRoleDetails","admin,other:other,other:rbac,students",,0,,0,,,,,,"SELECT cm.Name AS ClassName, sub.Name AS SubjectName FROM ClassSubjectDetails cs INNER JOIN ClassMaster cm ON cs.Class_Id = cm.ID INNER JOIN Subject_Master sub ON cs.Subject_Id = sub.Id WHERE NOT EXISTS (SELECT 1 FROM SubjectAllocation_Master sam WHERE sam.Class_ID = cs.Class_Id AND sam.Subject_ID = cs.Subject_Id AND sam.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND sam.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND (sam.IsDeleted = 0 OR sam.IsDeleted IS NULL))"
458,students/general,teachers taking too many leaves this year show me,"BranchMaster,Branch_Academic_Details,LeaveEntryMaster,LeaveStatus,UserAccountMaster,UserAccountRoleDetails","admin,attendance,other:rbac",,0,,0,,,,,,"SELECT lem.Staff_Name AS TeacherName, COUNT(*) AS LeaveCount FROM LeaveEntryMaster lem INNER JOIN LeaveStatus ls ON lem.LeaveStatus_ID = ls.ID WHERE lem.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND lem.AcademicYearID IN (SELECT Id FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0))) AND (lem.IsDeleted = 0 OR lem.IsDeleted IS NULL) AND ls.Name = 'Approved' GROUP BY lem.Staff_Name ORDER BY LeaveCount DESC"
456,hr,staff birthdays this month for wishing,"BranchMaster,Staff_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:rbac",,0,,0,,,,,,"SELECT sm.Staff_FirstName + ' ' + ISNULL(sm.Staff_LastName, '') AS StaffName, sm.Staff_DOB FROM Staff_Master sm WHERE MONTH(sm.Staff_DOB) = MONTH(GETDATE()) AND YEAR(sm.Staff_DOB) = YEAR(GETDATE()) AND sm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND sm.IsDeleted = 0 ORDER BY DAY(sm.Staff_DOB)"
454,students/general,give me contact list of all class teachers,"BranchMaster,ClassMaster,SectionMaster,Staff_Master,SubjectAllocation_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:other,other:rbac,students",,0,,0,,,,,,"SELECT cm.Name AS ClassName, secm.Name AS SectionName, sm.Staff_FirstName + ' ' + ISNULL(sm.Staff_LastName, '') AS ClassTeacher FROM SubjectAllocation_Master sam INNER JOIN Staff_Master sm ON sam.Staff_ID = sm.Staff_ID INNER JOIN ClassMaster cm ON sam.Class_ID = cm.ID INNER JOIN SectionMaster secm ON sam.Section_ID = secm.ID WHERE sam.IsClassTeacher = 1 AND sam.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) ORDER BY cm.Name, secm.Name"
453,hr,how many staff on probation currently,"BranchMaster,StaffType_Master,Staff_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:rbac",,0,,0,,,,,,SELECT COUNT(*) AS ProbationStaff FROM Staff_Master sm INNER JOIN StaffType_Master stm ON sm.StaffType_ID = stm.ID WHERE sm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND sm.IsDeleted = 0 AND sm.StaffStatus_ID = 1 AND stm.Name LIKE '%Probation%'
451,hr,which department short of staff,"BranchMaster,StaffDepartmentMapping,StaffDepartmentMappingDetail,StaffDepartmentMaster,Staff_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:rbac",,0,,0,,,,,,"SELECT dm.Name AS Department, COUNT(sm.Staff_ID) AS StaffCount FROM StaffDepartmentMaster dm INNER JOIN StaffDepartmentMapping sdm ON dm.Id = sdm.DepartmentID INNER JOIN StaffDepartmentMappingDetail sdmd ON sdm.Id = sdmd.MappingID INNER JOIN Staff_Master sm ON sdmd.StaffID = sm.Staff_ID WHERE dm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND (dm.IsDeleted IS NULL OR dm.IsDeleted = 0) AND (sm.IsDeleted IS NULL OR sm.IsDeleted = 0) AND sm.StaffStatus_ID = 1 GROUP BY dm.Name ORDER BY StaffCount ASC"
450,hr,salary total we pay per month all staff,"BranchMaster,Branch_Academic_Details,GenerateSalaryEmployee_Master,GenerateSalary_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:rbac",,0,,0,,,,,,"SELECT SUM(gem.NetPay) AS TotalSalary FROM GenerateSalaryEmployee_Master gem INNER JOIN GenerateSalary_Master gm ON gem.HeaderID = gm.ID WHERE gm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND gm.IsDeleted = 0 AND gem.IsDeleted = 0 AND gm.MonthID = (SELECT DATEDIFF(MONTH, Start_Date, GETDATE()) + 1 FROM Branch_Academic_Details WHERE GETDATE() BETWEEN Start_Date AND End_Date AND Branch_Id = gm.BranchID)"
449,students/general,list teachers whose documents pending in file,"BranchMaster,Staff_Master,UserAccountMaster,UserAccountRoleDetails","admin,hr,other:rbac",,0,,0,,,,,,SELECT sm.Staff_FirstName + ' ' + sm.Staff_LastName AS TeacherName FROM Staff_Master sm WHERE sm.BranchID IN (SELECT BranchID FROM UserAccountRoleDetails WHERE UserID = @UserId AND (@SelectedBranchId IS NULL OR BranchID = @SelectedBranchId) UNION SELECT ID FROM BranchMaster WHERE EXISTS (SELECT 1 FROM UserAccountMaster WHERE ID = @UserId AND IsSuperUser = 1) AND (@SelectedBranchId IS NULL OR ID = @SelectedBranchId) AND (IsDeleted IS NULL OR IsDeleted = 0)) AND sm.IsDeleted = 0 AND sm.StaffStatus_ID = 1
